Nombre,Cámara de Comercio,Número de Matrícula,Fecha de Matrícula,Estado de la matrícula,Fecha de renovación,Último año renovado,latitud,longitud,direccion,latitud,longitud,direccion
TIENDA ARA 0407 CAUCASIA ASOVIVIENDA,MEDELLIN PARA ANTIOQUIA,64776102,2017/11/30,ACTIVA,2025/03/19,2025,7.9774732,-75.20263709999999,"Carrera 20 con calle 6 A, Caucasia, Antioquia, Colombia",7.9774732,-75.20263709999999,"Carrera 20 con calle 6 A, Caucasia, Antioquia, Colombia"
TIENDA ARA 0295 QUIROGA CENTRAL,BOGOTA,2806533,2017/04/19,ACTIVA,2025/03/20,2025,4.581955499999999,-74.1184069,"Carrera 24, Cl 37 Sur # 35, Bogotá, Colombia",4.581955499999999,-74.1184069,"Carrera 24, Cl 37 Sur # 35, Bogotá, Colombia"
TIENDA ARA 1512 BOGOTÁ RAFAEL URIBE LOMAS,BOGOTA,3885070,2024/10/24,ACTIVA,2025/03/21,2025,4.581955499999999,-74.1184069,"Carrera 24, Cl 37 Sur # 35, Bogotá, Colombia",4.581955499999999,-74.1184069,"Carrera 24, Cl 37 Sur # 35, Bogotá, Colombia"
TIENDA ARA 0994 IBAGUE AMBALA,IBAGUE,345597,2022/06/13,ACTIVA,2025/03/21,2025,4.455162,-75.2021985,"Carrera 27 B No.67-14 Barrio, Los Mandarinos, Ibagué, Tolima, Colombia",4.455162,-75.2021985,"Carrera 27 B No.67-14 Barrio, Los Mandarinos, Ibagué, Tolima, Colombia"
TIENDA ARA 1004 CAUCASIA LAS GAVIOTAS,MEDELLIN PARA ANTIOQUIA,75436902,2022/08/19,ACTIVA,2025/03/19,2025,,,,,,
TIENDA ARA 0090 ANSERMA,MANIZALES,169321,2014/12/17,ACTIVA,2025/03/20,2025,5.242992,-75.78121399999999,"Cra. 3 #25-14, Anserma, Caldas, Colombia",5.242992,-75.78121399999999,"Cra. 3 #25-14, Anserma, Caldas, Colombia"
TIENDA ARA 1557 ANSERMA AV LIBERTADORES CRA 5,MANIZALES,243008,2025/02/26,ACTIVA,2025/02/26,2025,5.2313718,-75.7873153,"Carrera 4 # 10 - 30, Caldas, Anserma Viejo, Colombia",5.2313718,-75.7873153,"Carrera 4 # 10 - 30, Caldas, Anserma Viejo, Colombia"
TIENDA ARA 0205 SOACHA QUINTANARES,BOGOTA,2709500,2016/07/14,ACTIVA,2025/03/20,2025,4.5915172,-74.1933631,"Carrera 4 #5-2 a 5-186, Soacha, Cundinamarca, Colombia",4.5915172,-74.1933631,"Carrera 4 #5-2 a 5-186, Soacha, Cundinamarca, Colombia"
TIENDA ARA 1580 BARRANQUILLA ALAMEDA DEL RIO,BARRANQUILLA,902048,2024/10/22,ACTIVA,2025/03/21,2025,10.9994242,-74.8422954,"Carrera 43C, Nte. Centro Historico, Barranquilla, Atlántico, Colombia",10.9994242,-74.8422954,"Carrera 43C, Nte. Centro Historico, Barranquilla, Atlántico, Colombia"
TIENDA ARA 1181 NEIVA LA VICTORIA,HUILA,380681,2022/11/17,ACTIVA,2025/03/21,2025,4.6574998,-74.0708233,"Carrera 52 #23-15, Barrios Unidos, Neiva, Bogotá, Huila, Colombia",4.6574998,-74.0708233,"Carrera 52 #23-15, Barrios Unidos, Neiva, Bogotá, Huila, Colombia"
TIENDA ARA 1629 TOLIMA PURIFICACION CARRERA SEPTIMA,SUR Y ORIENTE DEL TOLIMA,128603,2025/03/17,ACTIVA,2025/03/17,2025,4.7437384,-74.084183,"Cra. 92 #147D-06, Suba, Bogotá, Cundinamarca, Colombia",4.7437384,-74.084183,"Cra. 92 #147D-06, Suba, Bogotá, Cundinamarca, Colombia"
TIENDA ARA 1280 BELLO PLAZA BELVERDE,MEDELLIN PARA ANTIOQUIA,76794102,2023/03/23,ACTIVA,2025/03/19,2025,6.3500789,-75.5694242,"Carrera 65B #70-50, San Gabriel, Bello, Antioquia, Colombia",6.3500789,-75.5694242,"Carrera 65B #70-50, San Gabriel, Bello, Antioquia, Colombia"
TIENDA ARA 0080 ROLDANILLO,CARTAGO,80681,2014/12/16,ACTIVA,2025/03/25,2025,4.7546993,-75.91718,"Cartago, Valle del Cauca, Colombia",4.7546993,-75.91718,"Cartago, Valle del Cauca, Colombia"
TIENDA ARA 0853 EL CERRITO EL PLACER CARRERA 8,BUGA,81100,2022/05/03,ACTIVA,2025/03/21,2025,3.6124161,-76.27245839999999,"Carrera 8 # 5 - 46, El Placer, El Cerrito, Valle del Cauca, Colombia",3.6124161,-76.27245839999999,"Carrera 8 # 5 - 46, El Placer, El Cerrito, Valle del Cauca, Colombia"
TIENDA ARA 0549 BOGOTA TINTALA,BOGOTA,3043774,2018/12/06,ACTIVA,2025/03/20,2025,4.6526084,-74.16004869999999,"Carrera 87B #6D - 10, Bogotá, Colombia",4.6526084,-74.16004869999999,"Carrera 87B #6D - 10, Bogotá, Colombia"
TIENDA ARA 1564 KENNEDY MALL CIUDAD TINTAL,BOGOTA,3873263,2024/09/23,ACTIVA,2025/03/21,2025,4.6526084,-74.16004869999999,"Carrera 87B #6D - 10, Bogotá, Colombia",4.6526084,-74.16004869999999,"Carrera 87B #6D - 10, Bogotá, Colombia"
TIENDA ARA 0447 BARRANQUILLA SANTUARIO,BARRANQUILLA,710681,2018/07/17,ACTIVA,2025/03/21,2025,10.9459244,-74.8062684,"Carrizal, Barranquilla, Atlántico, Colombia",10.9459244,-74.8062684,"Carrizal, Barranquilla, Atlántico, Colombia"
TIENDA ARA 0635 BARRANQUILLA CARRIZAL,BARRANQUILLA,828118,2022/01/21,ACTIVA,2025/03/21,2025,10.9459244,-74.8062684,"Carrizal, Barranquilla, Atlántico, Colombia",10.9459244,-74.8062684,"Carrizal, Barranquilla, Atlántico, Colombia"
TIENDA ARA 0174 CARTAGENA LA CAROLINA,CARTAGENA,36477702,2016/07/27,ACTIVA,2025/03/21,2025,10.3970954,-75.4614284,"Cartagena de Indias, Provincia de Cartagena, Bolívar, Colombia",10.3970954,-75.4614284,"Cartagena de Indias, Provincia de Cartagena, Bolívar, Colombia"
TIENDA ARA 0242 CARTAGENA VILLAS DE LA CANDELARIA,CARTAGENA,37996602,2017/06/30,ACTIVA,2025/03/21,2025,10.402498,-75.4605692,"Cartagena de Indias, Provincia de Cartagena, Bolívar, Colombia",10.402498,-75.4605692,"Cartagena de Indias, Provincia de Cartagena, Bolívar, Colombia"
TIENDA ARA 0574 CARTAGENA LA MARIA,CARTAGENA,47746402,2023/05/30,ACTIVA,2025/03/21,2025,10.4206538,-75.5199561,"Cartagena de Indias, Provincia de Cartagena, Bolívar, Colombia",10.4206538,-75.5199561,"Cartagena de Indias, Provincia de Cartagena, Bolívar, Colombia"
TIENDA ARA 0771 CARTAGENA COLOMBIATON,CARTAGENA,45464002,2021/06/12,ACTIVA,2025/03/21,2025,10.4177423,-75.4465997,"Cartagena de Indias, Provincia de Cartagena, Bolívar, Colombia",10.4177423,-75.4465997,"Cartagena de Indias, Provincia de Cartagena, Bolívar, Colombia"
TIENDA ARA 1057 EL PRADO CALLE 16 CARTAGO,CARTAGO,109037,2022/12/29,ACTIVA,2025/03/25,2025,4.7546993,-75.91718,"Cartago, Valle del Cauca, Colombia",4.7546993,-75.91718,"Cartago, Valle del Cauca, Colombia"
TIENDA ARA 0046 LA VICTORIA,CARTAGO,79811,2014/08/11,ACTIVA,2025/03/25,2025,4.750464700000001,-75.92485649999999,"Cra. 4, Cartago, Pereira, Valle del Cauca, Colombia",4.750464700000001,-75.92485649999999,"Cra. 4, Cartago, Pereira, Valle del Cauca, Colombia"
TIENDA ARA 0063 LA UNION PLAZA,CARTAGO,80175,2014/09/18,ACTIVA,2025/03/25,2025,4.750464700000001,-75.92485649999999,"Cra. 4, Cartago, Pereira, Valle del Cauca, Colombia",4.750464700000001,-75.92485649999999,"Cra. 4, Cartago, Pereira, Valle del Cauca, Colombia"
TIENDA ARA 0075 DOVIO,CARTAGO,80682,2014/12/16,ACTIVA,2025/03/25,2025,4.7546993,-75.91718,"Cartago, Valle del Cauca, Colombia",4.7546993,-75.91718,"Cartago, Valle del Cauca, Colombia"
TIENDA ARA 460 CARTAGO BOLIVAR,CARTAGO,92855,2018/06/15,ACTIVA,2025/03/25,2025,4.750464700000001,-75.92485649999999,"Cra. 4, Cartago, Pereira, Valle del Cauca, Colombia",4.750464700000001,-75.92485649999999,"Cra. 4, Cartago, Pereira, Valle del Cauca, Colombia"
TIENDA ARA 1032 MÁLAGA CENTRO CALLE 11,BUCARAMANGA,9000634293,2022/11/23,ACTIVA,2025/03/21,2025,6.6989396,-72.73339039999999,"Cl. 11 #8-14, Málaga, Santander, Colombia",6.6989396,-72.73339039999999,"Cl. 11 #8-14, Málaga, Santander, Colombia"
TIENDA ARA 1692 BOGOTÁ USAQUÉN CC PALATINO,BOGOTA,3942717,2025/03/28,ACTIVA,2025/03/28,2025,4.7173512,-74.0313718,"Cl. 140 # 7 C - 44, Usaquén, Bogotá, Cundinamarca, Colombia",4.7173512,-74.0313718,"Cl. 140 # 7 C - 44, Usaquén, Bogotá, Cundinamarca, Colombia"
TIENDA ARA 0348 VILLA DE LEYVA CENTRO,TUNJA,152155,2017/08/15,ACTIVA,2025/03/25,2025,5.6324904,-73.53404689999999,"Centro Comercial la villa, Villa de Leyva, Boyacá, Colombia",5.6324904,-73.53404689999999,"Centro Comercial la villa, Villa de Leyva, Boyacá, Colombia"
TIENDA ARA 1636 BOYACA VILLA DE LEYVA MALL LA VILLA,TUNJA,230862,2025/03/26,ACTIVA,2025/03/26,2025,5.6324904,-73.53404689999999,"Centro Comercial la villa, Villa de Leyva, Boyacá, Colombia",5.6324904,-73.53404689999999,"Centro Comercial la villa, Villa de Leyva, Boyacá, Colombia"
TIENDA ARA 1393 NEIVA COMUNEROS,HUILA,392902,2023/09/06,ACTIVA,2025/03/21,2025,2.9256273,-75.2918907,"Cerca de Nohora peluqueria, Cra. 2 #7-61, Neiva, Huila, Colombia",2.9256273,-75.2918907,"Cerca de Nohora peluqueria, Cra. 2 #7-61, Neiva, Huila, Colombia"
TIENDA ARA 0873 CERETE VENUS,MONTERIA,198288,2022/06/07,ACTIVA,2025/03/20,2025,8.887797599999999,-75.7968727,"Cereté, Córdoba, Colombia",8.887797599999999,-75.7968727,"Cereté, Córdoba, Colombia"
TIENDA ARA 1401 CIENAGA DE ORO EL CARMEN,MONTERIA,215881,2024/05/21,ACTIVA,2025/03/20,2025,8.875340699999999,-75.6161971,"Ciénaga de Oro, Córdoba, Colombia",8.875340699999999,-75.6161971,"Ciénaga de Oro, Córdoba, Colombia"
TIENDA ARA 0267 CIUDAD LATINA,BOGOTA,2760666,2016/12/12,ACTIVA,2025/03/20,2025,4.5839557,-74.1904263,"Ciudad Latina, Carrera 22 #1 B -37, Soacha, Cundinamarca, Colombia",4.5839557,-74.1904263,"Ciudad Latina, Carrera 22 #1 B -37, Soacha, Cundinamarca, Colombia"
TIENDA ARA 0886 BOGOTA SUBA SAN CAYETANO,BOGOTA,3462081,2021/12/13,ACTIVA,2025/03/20,2025,4.7287235,-74.0961473,"Cl 129c #98-12, Bogotá, Colombia",4.7287235,-74.0961473,"Cl 129c #98-12, Bogotá, Colombia"
TIENDA ARA 1091 CENTRO FONSECA LA GUAJIRA,LA GUAJIRA,174161,2022/10/31,ACTIVA,2025/03/21,2025,10.8882216,-72.8529286,"Cl 13 #19-07, Fonseca, La Guajira, Colombia",10.8882216,-72.8529286,"Cl 13 #19-07, Fonseca, La Guajira, Colombia"
TIENDA ARA 1298 FONSECA 15 DE DICIEMBRE,LA GUAJIRA,179242,2023/08/11,ACTIVA,2025/03/21,2025,,,,,,
TIENDA ARA 1508 VILLA RICA EL JARDIN CL 3,CAUCA,251432,2025/03/19,ACTIVA,2025/03/19,2025,4.7391021,-74.0479799,"Cl. 156 #N° 21B- 86, Bogotá, Colombia",4.7391021,-74.0479799,"Cl. 156 #N° 21B- 86, Bogotá, Colombia"
TIENDA ARA 1260 BOGOTA SUBA VILLAS DEL RINCON,BOGOTA,3669756,2023/04/20,ACTIVA,2025/03/20,2025,4.7323887,-74.090173,"Cl 132 #94c-38, Bogotá, Colombia",4.7323887,-74.090173,"Cl 132 #94c-38, Bogotá, Colombia"
TIENDA ARA 1150 VILLANUEVA CENTRO CALLE 14 GUAJIRA,LA GUAJIRA,175088,2023/01/12,ACTIVA,2025/03/21,2025,10.6051725,-72.9828189,"Cl 14 #863, Villanueva, La Guajira, Colombia",10.6051725,-72.9828189,"Cl 14 #863, Villanueva, La Guajira, Colombia"
TIENDA ARA 1409 BOGOTÁ USAQUÉN CAOBOS,BOGOTA,3840259,2024/07/03,ACTIVA,2025/03/20,2025,4.7290391,-74.03976329999999,"Cl 147 #14-68, Bogotá, Colombia",4.7290391,-74.03976329999999,"Cl 147 #14-68, Bogotá, Colombia"
TIENDA ARA 0834 CALI CALLE 18 PARCELACION PANCE,CALI,1131814,2021/10/11,ACTIVA,2025/03/20,2025,3.3314428,-76.5325666,"Cl 18 entre Kr 129 y, Cra. 127c #1, Cali, Valle del Cauca, Colombia",3.3314428,-76.5325666,"Cl 18 entre Kr 129 y, Cra. 127c #1, Cali, Valle del Cauca, Colombia"
TIENDA ARA 0166 SINCELEJO LA PAJUELA,SINCELEJO,93234,2016/08/16,ACTIVA,2025/03/21,2025,9.302572999999999,-75.39688989999999,"Cl 21 #16-06, Sincelejo, Sucre, Colombia",9.302572999999999,-75.39688989999999,"Cl 21 #16-06, Sincelejo, Sucre, Colombia"
TIENDA ARA 0980 NEIVA CANAIMA,HUILA,380660,2022/11/17,ACTIVA,2025/03/21,2025,2.9074673,-75.2709141,"Cl 21 S #28-36, Neiva, Huila, Colombia",2.9074673,-75.2709141,"Cl 21 S #28-36, Neiva, Huila, Colombia"
TIENDA ARA 0277 BOGOTA LAS NIEVES,BOGOTA,2780096,2017/02/13,ACTIVA,2025/03/20,2025,4.6088058,-74.0718914,"Cl 22 # 9 - 08, Bogotá, Colombia",4.6088058,-74.0718914,"Cl 22 # 9 - 08, Bogotá, Colombia"
TIENDA ARA 508 VILLA ROCIO,MONTERIA,168044,2018/11/26,ACTIVA,2025/03/20,2025,8.7337166,-75.8744584,"Cl 22 #26e-21, Montería, Córdoba, Colombia",8.7337166,-75.8744584,"Cl 22 #26e-21, Montería, Córdoba, Colombia"
TIENDA ARA 0676 TULUA AGUACLARA,TULUA,102154,2020/08/18,ACTIVA,2025/03/20,2025,4.091404499999999,-76.20611920000002,"Cl 25, Tuluá, Valle del Cauca, Colombia",4.091404499999999,-76.20611920000002,"Cl 25, Tuluá, Valle del Cauca, Colombia"
TIENDA ARA 0506 VILLAVICENCIO EL BARZAL,VILLAVICENCIO,336659,2018/08/03,ACTIVA,2025/03/20,2025,4.144447899999999,-73.6349248,"Cl 32 #33-83 a 33-1, Villavicencio, Meta, Colombia",4.144447899999999,-73.6349248,"Cl 32 #33-83 a 33-1, Villavicencio, Meta, Colombia"
TIENDA ARA 1364 MONTERIA PORTAL DE LA CANDELARIA,MONTERIA,215585,2024/05/08,ACTIVA,2025/03/20,2025,8.755877,-75.8671198,"Cl 37, Cl. 42a #3w- 116 37 #3w, Montería, Córdoba, Colombia",8.755877,-75.8671198,"Cl 37, Cl. 42a #3w- 116 37 #3w, Montería, Córdoba, Colombia"
TIENDA ARA 1537 MEDELLIN LA 70,MEDELLIN PARA ANTIOQUIA,80181302,2024/08/23,ACTIVA,2025/03/19,2025,6.2493739,-75.5882488,"Cl 44 #6978, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia, Colombia",6.2493739,-75.5882488,"Cl 44 #6978, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia, Colombia"
TIENDA ARA 1547 MEDELLIN LAURELES (BOLIVARIANA),MEDELLIN PARA ANTIOQUIA,81984002,2025/05/30,ACTIVA,2025/05/30,2025,6.2493739,-75.5882488,"Cl 44 #6978, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia, Colombia",6.2493739,-75.5882488,"Cl 44 #6978, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia, Colombia"
TIENDA ARA 0396 BARRANQUILLA 7 DE ABRIL,BARRANQUILLA,690887,2017/12/01,ACTIVA,2025/03/21,2025,10.9229967,-74.8145651,"Cl 51B #12 Sur-235 a 12 Sur-73, Barranquilla, Atlántico, Colombia",10.9229967,-74.8145651,"Cl 51B #12 Sur-235 a 12 Sur-73, Barranquilla, Atlántico, Colombia"
TIENDA ARA 0988 BARRANQUILLA CAYENAS,BARRANQUILLA,869665,2023/05/26,ACTIVA,2025/03/21,2025,10.9363698,-74.81020219999999,"Cl 51B #2b-16, Las Americas, Barranquilla, Atlántico, Colombia",10.9363698,-74.81020219999999,"Cl 51B #2b-16, Las Americas, Barranquilla, Atlántico, Colombia"
TIENDA ARA 1453 CALI MORICHAL,CALI,1200436,2023/10/02,ACTIVA,2025/03/20,2025,3.4044197,-76.5012502,"Cl 54 #41b-2 a 41b-52, Cali, Valle del Cauca, Colombia",3.4044197,-76.5012502,"Cl 54 #41b-2 a 41b-52, Cali, Valle del Cauca, Colombia"
TIENDA ARA 1653 BOGOTÁ TEUSAQUILLO CAMPÍN,BOGOTA,3968322,2025/05/29,ACTIVA,2025/05/29,2025,4.6509292,-74.0731699,"Cl 63 #24 63, Bogotá, Colombia",4.6509292,-74.0731699,"Cl 63 #24 63, Bogotá, Colombia"
TIENDA ARA 0360 RAMIRIQUI,TUNJA,165572,2018/11/26,ACTIVA,2025/03/25,2025,5.400170399999999,-73.33553789999999,"Cl 7 ##507, Ramiriquí, Boyacá, Colombia",5.400170399999999,-73.33553789999999,"Cl 7 ##507, Ramiriquí, Boyacá, Colombia"
TIENDA ARA 0227 PARQUE ENGATIVA,BOGOTA,2730161,2016/09/07,ACTIVA,2025/03/20,2025,4.6937321,-74.10298259999999,"Cl 72 # 81a, Bogotá, Colombia",4.6937321,-74.10298259999999,"Cl 72 # 81a, Bogotá, Colombia"
TIENDA ARA 0558 BOGOTA ALCAZARES,BOGOTA,3044927,2018/12/12,ACTIVA,2025/03/20,2025,4.6609218,-74.06436649999999,"Cl 72 #20b-37, Barrios Unidos, Bogotá, Colombia",4.6609218,-74.06436649999999,"Cl 72 #20b-37, Barrios Unidos, Bogotá, Colombia"
TIENDA ARA 1217 BOGOTA BARRIOS UNIDOS MODELO,BOGOTA,3610706,2022/11/25,ACTIVA,2025/03/20,2025,4.657502099999999,-74.0708269,"Cl. 66 #N° 24 - 24, Bogotá, Colombia",4.657502099999999,-74.0708269,"Cl. 66 #N° 24 - 24, Bogotá, Colombia"
TIENDA ARA 0810 BARRANQUILLA VILLA TAREL,BARRANQUILLA,862819,2023/02/28,ACTIVA,2025/03/21,2025,11.0063323,-74.7930488,"Cl 72 #65 - 228, Nte. Centro Historico, Barranquilla, Atlántico, Colombia",11.0063323,-74.7930488,"Cl 72 #65 - 228, Nte. Centro Historico, Barranquilla, Atlántico, Colombia"
TIENDA ARA 0210 BODEGA LAS FERIAS,BOGOTA,2730191,2016/09/07,ACTIVA,2025/03/20,2025,4.6821063,-74.0896143,"Cl 72 #69C-30, Bogotá, Colombia",4.6821063,-74.0896143,"Cl 72 #69C-30, Bogotá, Colombia"
TIENDA ARA 0489 BOGOTA LAS FERIAS OCCIDENTAL,BOGOTA,2976317,2018/06/21,ACTIVA,2025/03/20,2025,4.6821063,-74.0896143,"Cl 72 #69C-30, Bogotá, Colombia",4.6821063,-74.0896143,"Cl 72 #69C-30, Bogotá, Colombia"
TIENDA ARA 0896 USME SANTA LIBRADA,BOGOTA,3464218,2021/12/28,ACTIVA,2025/03/20,2025,4.5146397,-74.11510630000001,"Cl 75 Sur #12 - 19, Usme, Bogotá, Cundinamarca, Colombia",4.5146397,-74.11510630000001,"Cl 75 Sur #12 - 19, Usme, Bogotá, Cundinamarca, Colombia"
TIENDA ARA 1330 BOGOTA USME LA CABAÑA,BOGOTA,3649758,2023/03/08,ACTIVA,2025/03/20,2025,4.5146397,-74.11510630000001,"Cl 75 Sur #12 - 19, Usme, Bogotá, Cundinamarca, Colombia",4.5146397,-74.11510630000001,"Cl 75 Sur #12 - 19, Usme, Bogotá, Cundinamarca, Colombia"
TIENDA ARA 1645 BOGOTÁ USME LA ANDREA,BOGOTA,3968349,2025/05/29,ACTIVA,2025/05/29,2025,4.5123121,-74.1150972,"Av Caracas #76a-08 sur, Usme, Bogotá, Cundinamarca, Colombia",4.5123121,-74.1150972,"Av Caracas #76a-08 sur, Usme, Bogotá, Cundinamarca, Colombia"
TIENDA ARA 1232 ZIPAQUIRA TERRAPLEN,BOGOTA,3612124,2022/11/30,ACTIVA,2025/03/20,2025,5.027593500000001,-74.005932,"Cl 8 #3-46, Zipaquirá, Cundinamarca, Colombia",5.027593500000001,-74.005932,"Cl 8 #3-46, Zipaquirá, Cundinamarca, Colombia"
TIENDA ARA 1670 ZIPAQUIRÁ CLL 8 KR 31,BOGOTA,3967805,2025/05/28,ACTIVA,2025/05/28,2025,5.0248438,-73.98532120000002,"Cl 8 #31-15, Zipaquirá, Cundinamarca, Colombia",5.0248438,-73.98532120000002,"Cl 8 #31-15, Zipaquirá, Cundinamarca, Colombia"
TIENDA ARA 584 CARMEN DE APICALA URBANIZACION ARENITAS,SUR Y ORIENTE DEL TOLIMA,97928,2019/03/19,ACTIVA,2025/03/19,2025,,,,,,
TIENDA ARA 1358 CUCUTA CENTRO AV1,CUCUTA,465212,2024/09/27,ACTIVA,2025/03/21,2025,7.8877267,-72.4989895,"Cl. 10 #045, Cúcuta, Norte de Santander, Colombia",7.8877267,-72.4989895,"Cl. 10 #045, Cúcuta, Norte de Santander, Colombia"
TIENDA ARA 122 CHIPRE,MANIZALES,176074,2015/11/13,ACTIVA,2025/03/20,2025,5.0741987,-75.5252567,"Cl. 10 #12-21, Manizales, Caldas, Colombia",5.0741987,-75.5252567,"Cl. 10 #12-21, Manizales, Caldas, Colombia"
TIENDA ARA 657 TIERRALTA,MONTERIA,176165,2019/12/02,ACTIVA,2025/03/20,2025,8.1725915,-76.0603311,"Cl. 10 #16-84, Tierralta, Córdoba, Colombia",8.1725915,-76.0603311,"Cl. 10 #16-84, Tierralta, Córdoba, Colombia"
TIENDA ARA 1063 CÚCUTA SAN MIGUEL,CUCUTA,437193,2023/03/08,ACTIVA,2025/03/21,2025,7.884673299999999,-72.5163087,"Cl. 10 #1666, Br. Cundinamarca, Cúcuta, Norte de Santander, Colombia",7.884673299999999,-72.5163087,"Cl. 10 #1666, Br. Cundinamarca, Cúcuta, Norte de Santander, Colombia"
TIENDA ARA 0479 SOACHA DANUBIO,BOGOTA,3010255,2018/09/10,ACTIVA,2025/03/20,2025,4.589224,-74.22427549999999,"Cl. 10 #16A-15, Soacha, Cundinamarca, Colombia",4.589224,-74.22427549999999,"Cl. 10 #16A-15, Soacha, Cundinamarca, Colombia"
TIENDA ARA 0902 TIERRALTA 19 DE MARZO,MONTERIA,198992,2022/07/07,ACTIVA,2025/03/20,2025,8.1697136,-76.0637727,"Cl. 10 #20 2, Tierralta, Córdoba, Colombia",8.1697136,-76.0637727,"Cl. 10 #20 2, Tierralta, Córdoba, Colombia"
TIENDA ARA 0451 CAUCASIA CARACOLI,MEDELLIN PARA ANTIOQUIA,65257402,2018/02/20,ACTIVA,2025/03/19,2025,7.980902400000001,-75.1948431,"Cl. 10 #3-50 3-2 a, Caucasia, Antioquia, Colombia",7.980902400000001,-75.1948431,"Cl. 10 #3-50 3-2 a, Caucasia, Antioquia, Colombia"
TIENDA ARA 1678 MESITAS PARQUE,GIRARDOT,123462,2025/05/30,ACTIVA,2025/05/30,2025,,,,,,
TIENDA ARA 0051 NEIRA PLAZA,MANIZALES,172433,2015/05/21,ACTIVA,2025/03/20,2025,5.1672248,-75.5210123,"Cl. 10 #71 a 7-67, Neira, Caldas, Colombia",5.1672248,-75.5210123,"Cl. 10 #71 a 7-67, Neira, Caldas, Colombia"
TIENDA ARA 0759 CÚCUTA CENTRO,CUCUTA,395772,2021/06/01,ACTIVA,2025/03/21,2025,7.8864116,-72.507417,"Cl. 10 #8-37, Barrio Llano, Cúcuta, Norte de Santander, Colombia",7.8864116,-72.507417,"Cl. 10 #8-37, Barrio Llano, Cúcuta, Norte de Santander, Colombia"
TIENDA ARA 0775 CÚCUTA CENTRO,CUCUTA,404809,2021/10/08,ACTIVA,2025/03/21,2025,7.8864116,-72.507417,"Cl. 10 #8-37, Barrio Llano, Cúcuta, Norte de Santander, Colombia",7.8864116,-72.507417,"Cl. 10 #8-37, Barrio Llano, Cúcuta, Norte de Santander, Colombia"
TIENDA ARA 1414 CALI SANTA ROSA CALLE 10,CALI,1222928,2024/06/11,ACTIVA,2025/03/20,2025,3.448424,-76.53279669999999,"Cl. 10 #8-37, COMUNA 3, Cali, Valle del Cauca, Colombia",3.448424,-76.53279669999999,"Cl. 10 #8-37, COMUNA 3, Cali, Valle del Cauca, Colombia"
TIENDA ARA 0754 ARMENIA PROVIDENCIA,ARMENIA,253891,2021/08/13,ACTIVA,2025/03/21,2025,4.5507065,-75.660819,"Cl. 10 Nte. #16-16, Armenia, Quindío, Colombia",4.5507065,-75.660819,"Cl. 10 Nte. #16-16, Armenia, Quindío, Colombia"
TIENDA ARA 0217 BARRANQUILLA VILLA SANTOS,BARRANQUILLA,655086,2016/09/07,ACTIVA,2025/03/21,2025,11.0137184,-74.8361405,"Cl. 106 # 50 - 76, Riomar, Barranquilla, Atlántico, Colombia",11.0137184,-74.8361405,"Cl. 106 # 50 - 76, Riomar, Barranquilla, Atlántico, Colombia"
TIENDA ARA 1036 BOGOTA USAQUEN SAN PATRICIO 2,BOGOTA,3729253,2023/09/12,ACTIVA,2025/03/20,2025,4.6923344,-74.049634,"Cl. 106 #17A 74, Bogotá, Colombia",4.6923344,-74.049634,"Cl. 106 #17A 74, Bogotá, Colombia"
TIENDA ARA 201 SAN PATRICIO,BOGOTA,2708087,2016/07/11,ACTIVA,2025/03/20,2025,4.6923344,-74.049634,"Cl. 106 #17A 74, Bogotá, Colombia",4.6923344,-74.049634,"Cl. 106 #17A 74, Bogotá, Colombia"
TIENDA ARA 1601 CANDELARIA PLAZA,BARRANQUILLA,903138,2024/11/07,ACTIVA,2025/03/21,2025,10.4558506,-74.879649,"Cl. 10a #11a-70, Candelaria, Atlántico, Colombia",10.4558506,-74.879649,"Cl. 10a #11a-70, Candelaria, Atlántico, Colombia"
TIENDA ARA 0524 PALMAR DE VARELA,BARRANQUILLA,721483,2018/11/26,ACTIVA,2025/03/21,2025,10.742696,-74.7550998,"Cl. 11 # 6 - 03, Palmar de Varela, Atlántico, Colombia",10.742696,-74.7550998,"Cl. 11 # 6 - 03, Palmar de Varela, Atlántico, Colombia"
TIENDA ARA 0833 OCAÑA CENTRO CATEDRAL,OCANA,39892,2021/12/14,ACTIVA,2025/03/21,2025,8.2341804,-73.3536797,"Cl. 11 #11-28, Ocaña, Norte de Santander, Colombia",8.2341804,-73.3536797,"Cl. 11 #11-28, Ocaña, Norte de Santander, Colombia"
TIENDA ARA 1348 OCAÑA LA PRIMAVERA,OCANA,43646,2023/09/13,ACTIVA,2025/03/21,2025,8.257485899999999,-73.3597504,"Ocaña, Norte de Santander, Colombia",8.257485899999999,-73.3597504,"Ocaña, Norte de Santander, Colombia"
TIENDA ARA 0327 SOGAMOSO CALLE 11,SOGAMOSO,71918,2017/07/18,ACTIVA,2025/03/25,2025,5.7186902,-72.9356548,"Cl. 11 #19 - 85, Sogamoso, Boyacá, Colombia",5.7186902,-72.9356548,"Cl. 11 #19 - 85, Sogamoso, Boyacá, Colombia"
